"RID","gender","age","education","IPIP50Agreeableness_1","IPIP50Agreeableness_2","IPIP50Agreeableness_3","IPIP50Agreeableness_4","IPIP50Agreeableness_5","IPIP50Agreeableness_6","IPIP50Agreeableness_7","IPIP50Agreeableness_8","IPIP50Agreeableness_9","IPIP50Agreeableness_10","IPIP50Conscientiousness_1","IPIP50Conscientiousness_2","IPIP50Conscientiousness_3","IPIP50Conscientiousness_4","IPIP50Conscientiousness_5","IPIP50Conscientiousness_6","IPIP50Conscientiousness_7","IPIP50Conscientiousness_8","IPIP50Conscientiousness_9","IPIP50Conscientiousness_10","IPIP50EmotionalStability_1","IPIP50EmotionalStability_2","IPIP50EmotionalStability_3","IPIP50EmotionalStability_4","IPIP50EmotionalStability_5","IPIP50EmotionalStability_6","IPIP50EmotionalStability_7","IPIP50EmotionalStability_8","IPIP50EmotionalStability_9","IPIP50EmotionalStability_10","IPIP50Extraversion_1","IPIP50Extraversion_2","IPIP50Extraversion_3","IPIP50Extraversion_4","IPIP50Extraversion_5","IPIP50Extraversion_6","IPIP50Extraversion_7","IPIP50Extraversion_8","IPIP50Extraversion_9","IPIP50Extraversion_10","IPIP50Intellect_1","IPIP50Intellect_2","IPIP50Intellect_3","IPIP50Intellect_4","IPIP50Intellect_5","IPIP50Intellect_6","IPIP50Intellect_7","IPIP50Intellect_8","IPIP50Intellect_9","IPIP50Intellect_10"
5767585,"male",40,"HSgrad",4,5,4.31469424995815,4.46210363813833,5,5,1.62703671182203,2,4.10029448198427,1.99947541071601,3.13024154366753,3.51771565687583,5,2,6,3,5.31749349645756,4.32123108794228,4,4.52245230737793,5.25677273632405,5,3,7.84699435061347,3,5,4.96936492737986,4.25228136468545,0.812021822756676,3.48006625923038,4.49417976809002,2,1.37208695614769,2,3.67398437185423,3,5,5,4.05721330555736,2,3,3,6,5,3.45236997070243,6.15956778450271,6.10444090485477,2,3.32171246019367,7.07767776170332
5773566,"female",18,"HSgrad",6.63692621107255,4.70689597256235,6.13979695281184,4.46232880008026,6,4.0455756794242,1.83946766532591,1.11996441661906,0.896494498141152,1.38710869077722,4.46336707992009,2.69382954572183,2.90615597216388,1.5436821147301,4,4.28260177160978,4.86710787054381,4.38416714198229,3.53100974588282,5.20073892372452,4.21679339773581,4,1,4.15328639931612,5.51463885211891,3,3.1885037274908,4.59966726482459,4.96269401874027,4.09159805293922,6.68006466896706,4.24819531750466,2.76051722150403,5.230444867697,4.98267414472318,2,3.26325213183401,0.505043341054677,2.78700670654384,2.77786955127991,4,3.15111438410968,2.38401103660178,6,3.74976783081648,2.64883964399447,3.62205995749977,3.35258766937801,5.64699517069768,3.8063480359837
5784298,"female",23,"CurrentInUniv",6,6,6.04432577284876,3.91407892479955,6.98877147740751,6,3.94968973676707,3,1.97798374310825,3.28332090797895,3.43417003770973,3.6210628846543,5,1,5.14019192178775,4,6.21220111630382,5.86285944494681,4,4.41793762746687,5.94632214615803,4.09030379996271,4.73221586540374,4.85958346876517,5,3.0617208568009,5.45174165593193,3.56938463596743,0.510865805845782,4.49848471806733,4.09801464751304,1,4.61414564751304,3,4.6455218084087,4.76400333123793,6,6,5.1701644874772,1,6.19584073395554,6,1,5.32833662708057,6.00542211391117,6.53857258280357,2.33994333334474,1,2.40708300510046,3.49255531045516
5799790,"female",21,"CurrentInUniv",5.33513186660954,3.61582128489971,5,5,4.97691994702472,2.87116747654209,1,0.711993870628759,1,2,5,2,3.29435782684014,2.14110238821087,5.01943818728132,3.49417119413398,5,2,1.14782847042168,5,6,3.7444617971506,2.78359740498105,6,3.67012543169506,3.91247420931579,4,6.78291348614461,2,4,3,0.329766053277182,1,2.47828091319581,1,4.05368567370914,6.70764467172539,3.60088806448339,4,6.14674122752923,2.41336226431878,2.93953330326264,1.35114576973436,5.67404087354873,2,2,3,5.11427345838225,2,2
5870560,"male",31,"CollegeDegree",3.21162568074303,2.78577089074866,1,1,5.16450210399688,3.32471207498708,4,5.87867177650719,4,3,5,2,4.04630048323281,5.83001474853641,5.85981526959022,4.04943511344078,5,1,2.61681630212463,1,2,6.0142841500019,-0.23030452462536,4,4.18659789957164,6.48236754327935,2,2.19485498959087,6,5,6,5.58758214214542,2,1.35827803159451,6,2.28855825459213,4.09671688704519,2.68474471649825,2,0.846840370646122,7.12292908887508,5.50258441548428,5.76477072165041,3.93743733032519,6,6,4,1.69164819969193,1,1
5911824,"female",20,"CurrentInUniv",2.19499307828429,4.47640690763401,4,5,2,2.19065388946046,2,2.68459211834916,2,4,4,3,0.800484436152848,3.85059418415973,3,2.23443180694771,5,2,0.922576622549575,1,5,4,5,6,3.89400469498783,5,6,4.94709404079868,2,2,2,2.55688950079084,1,2.85548217707203,2,5,4.31907876396427,5.25749666167973,5,3.56370018454772,2,3.00346901875843,3.48699992070861,6,2,4,5,1.78710873728234,1,2
5913617,"female",20,"CurrentInUniv",4,4,2.80939755798276,5.78687848969693,4,4,2.04974625722007,1,2.48142383076799,4.01361891041173,6.76485258360112,3.53349616729312,5,3.74714475369828,5,5,5.18925948279264,3.59420630591552,3,0.679305378241605,3.43220125411655,6,3,5.23601755771458,6,6,5.56424972200294,3.60714577819026,2.84579293438078,4.33677498307532,3.0446334926589,6,3.0910447237022,4,5.35527303425976,1,2,2,2.67960940253099,2,6,6,6,4,5.5581555432979,5.46451981073957,4.58318497610946,2,1.93576803963925,2.14816729712401
5952170,"female",18,"HSgrad",4.47323660625967,4.9945043890947,5,5,4.18521219740447,5.02193189281147,5,1.85470705570088,2,3,5,3,4.28488665270338,2.81856317521524,4.85150955225652,4.30300329922119,4,3,3.52338287389322,4,5,5.29669663216115,5.59135525075682,6,3.68267759277862,4.90418782410704,5,3.23458701186995,2,4,4,3.58390758840727,5,5.03157626408287,6,1.84568690960277,7.25808014422862,2.28004958239703,2,1.98836569124073,5.60503003587946,5.9106150910442,3.64553550272937,4.55552568005474,5,6,5,3.4668535847637,2,2
5956943,"female",19,"CurrentInUniv",3.76898754147171,5.43891346320369,5,5,5,5.67467178512717,4,1.00258219240196,6,4,4,4,4.60899710178105,1.87346401207119,4,3.15541630846453,4,4,4.38418018060788,3,5,2,4,5,3.9736278509287,4,5,3.00830394844472,3,4,5,2.10516638786445,1,4.13537832851385,5,2,5.13249981818849,4.03015128033924,5,2.76195172081651,3,5.56272516779381,2.93316809802778,4,2,5,3,3.11763685131337,3,3
5973699,"male",17,"less12yrs",5,5,5.63050628843511,6.35993116118325,5.25439769121088,6,1.46601570816264,1,2.30221667799132,3.8446243543536,2.25877517998384,2.41555793481011,2,2,4.51093110940113,5,4.9286011287436,4.28189095968331,3,3.43256231390488,4.52659040388132,2.28458422876818,2.50344118693988,3.07963917497989,2,2.32311252706081,2.96816136319252,1.98064896108768,4.53491245700018,5.16897162626409,4.62680012763206,4,4.64936667004157,5,4.67143145516603,3.65398777352127,3,5,4.03977343454041,1,5.31867386884036,5,2,5.79017074458698,5.00320837201539,4.6436292334099,3.88585719028412,3,2.13471314792565,3.32553621196969
5975585,"female",18,"CurrentInUniv",5,3,3.92755823743218,1.65919826399367,4.75270414980436,1,3.81535274049841,5,4.52088892456224,3.05777422018657,4.35245178165604,4.31827564484779,5,1,5.78170699892628,4,5.28231724185594,4.85316340561549,5,4.16534883804198,2.51382076653413,4.25612571548766,4.97837606327793,2.81815182524979,5,2.47984239945944,2.32834001257131,2.41659164711085,1.33117633439958,2.95374178704894,5.84582503883292,5,4.76114171563339,2,4.14131256399111,2.30100981352576,6,5,1.86136023314681,1,5.41788432063977,6,5,5.70864606601418,6.8521908400984,5.44330768520813,5.12031376461044,1,1.15946032071546,1.26385879858478
5997981,"male",28,"GradOrProDegree",2.85511978934682,3.57846608530235,3,4,4,3.7143682108036,2,2.83955233308768,4,4,3,1,0.734368881358781,2.50359918336332,5,2.86642175298484,5,5,3.25118600987927,4,2,1,1,3,-0.237182022261087,2,2,0.163510374368836,5,5,4,2.34809611868768,3,3.35303436295356,4,5,7.18474637348491,1.69867448310968,3,2.2673848487687,3,6.29660313507953,6.39474229157024,3,4,3,6,3.53518877803865,2,1
6038695,"male",24,"CurrentInUniv",6.85138845369739,5.77715746653744,6,5,5,5.36371462247618,1,2.47333742226306,1,1,4,2,1.59759998544831,1.84870916390527,5,4.1343543632822,5,2,2.32590656601982,2,2,5,4,3,3.81524320076252,1,1,3.08659295770428,2,5,2,5.2437249193672,4,3.18337055355204,3,3,0.490458595354328,4.91179086535322,4,2.13116608210461,6,4.7337683960466,5.41463241642272,6,6,6,6,0.522453433268715,1,1
6039874,"female",19,"HSgrad",6,5,6.62925723665239,3.8745456678184,6.33465877732067,4,-0.340659942948192,2,2.58993356463033,1.65958912760224,3.12414349724392,3.24939006563829,3,2,5.76934132509286,5,3.99304005115579,5.3897882372657,3,4.20368159522698,4.27698207203297,0.993259781821715,1.55049376310145,5.27962595580309,2,0.169481554906364,1.59967866727999,3.48649715679987,1.70141622792935,4.28099707103355,2.91080762348189,1,1.66791428906712,1,3.72644063605616,2.94700067793412,5,6,4.76601335762761,3,5.2604628275868,6,5,6.94176656861249,5.67456729741889,4.91809070878647,5.7296877622724,1,0.181503048695725,0.297251093268714
6056809,"female",33,"CollegeDegree",5.6965385870091,5.83815119715749,6,6,6,2.38977766575051,1,2.7772507028524,1,2,1,1,0.653171519054551,2.49112656749551,4,6.2783194922753,6,5,4.75301677300077,5,4,4,2,2,1.89021393269615,4,2,2.21435366686064,5,5,6,6.51703486894538,6,4.51108093499736,6,1,0.910494650556375,3.62714459946699,1,1.34655254774028,5,5.32974838014658,4.08262649685189,4,5,6,6,2.01033950651908,2,2
6066446,"male",18,"CurrentInUniv",5.04065631223205,5,4,5,4.76129576966921,4,6,1,4,1,1,1,4,1,4.86972009265961,2,6,6,6,6,4,-1.08951568948282,0.678274975452897,1,1,1.0659717349619,1,0.816164606492361,4,6,6,3,2,3,5,3.73210627367452,6,4,1,1,6.66761826777287,6,4,3.35315625110629,6,6,3,1,1,1
6074361,"male",19,"CurrentInUniv",5,5,4.76741133223718,6.08416696527291,3.26147607215902,6,5.23113474304007,1,1.38443001656627,2.77665348795859,4.06562130464898,3.06349524440401,3,4,4.28833750234831,4,5.93025321585485,3.98196763604934,3,2.05185253147095,1.6485860384468,4.4153807156498,5.9333462709376,4.55927670535705,4,4.47264694485573,3.45140596757068,3.01007386444742,0.405126866949088,4.31251330362862,2.30640097057383,5,2.11084226935067,5,4.03752115868216,4.7640085031147,5,4,3.43826849220809,2,6.7551267631767,5,4,5.10270336552637,6.08108841261944,6.68090499237344,4.71365237436942,1,1.06185295547379,0.249416689355389
6087860,"female",24,"CollegeDegree",3.68816528639835,3.39398952672095,3.36382032115007,3.85667169366796,4,2.59247258338498,2.64670369068554,0.606560196017384,2.41620464528859,1.39845661074662,4.6731797363374,2.96433782550651,5.55754757196253,3.10302350522896,6,3.47704951258799,4.63746661771035,4.64963439351523,3.74468630991765,5.21141313985107,2.93668111684304,3,1,4.26951571086082,2.65038107497795,2,1.96982715035399,2.48552632752051,2.79414013737475,6.08748767049623,5.44397683289596,4.80074192542764,2.87091663138923,3.93719996261761,4.4537278193726,1,3.22147012016823,1.11081044974035,2.29380149580922,0.339279358854064,5,5.92600569155593,5.24218029514733,4,4.73956392572538,3.43145068553097,4.7815211313598,3.47216872915625,2.21683740570837,0.304805223065414
6096507,"female",19,"CurrentInUniv",6,5,6,6,5.75044895062647,6,1,1,1,2,4,3,4,3,5.00522600196878,4,5,2,2,2,4,4.6580008126406,3.7991414238285,5,2,4.77355015629949,5,2.86791249078102,2,5,5,6,4,6,6,1.78791684576468,3,2,2,1,5.77031375378884,4,4,5.03645805425186,5,6,4,2,3,3
6135901,"female",46,"SomeCollege",5,5,5.78318074212694,6.27304574527093,5.10367109918473,5,3.7865786801318,2,1.16297266660749,1.23065077379457,4.31061643624225,4.58099432281183,3,2,3.5789051269833,4,6.00398874691775,5.37428717171344,2,2.36037125618129,3.49382156003221,1.38578798821352,5.8097360397341,4.00618239247018,2,2.36242090292256,4.72743696935182,4.33697753840281,2.06726591241968,2.55762346981348,2.27138471554333,1,1.97858419564184,4,2.43248357139303,7.02455962537135,6,6,5.54668181051728,5,5.5159640566497,6,4,7.02973628602515,6.10540025978745,4.07026774265828,3.86309085016753,1,-0.238976048308261,1.15126246570212
6151115,"female",31,"CollegeDegree",6.16605847177074,5.3183834951599,6,6,5,5.7553111538708,1,-0.143043586888723,1,1,2,1,0.91290887772924,1.28875330378069,5,5.05848892404005,5,5,3.9864926048438,5,5,2,2,4,2.57810946647578,4,3,1.7258877262281,4,5,5,4.86719343685379,4,4.63138756020193,6,2,4.51806230892827,3.27787496985163,4,1.02667176403187,5,5.07708194506406,0.35006387571125,6,5,5,3,2.56072710244131,2,2
6167451,"male",32,"CollegeDegree",3.42982329493598,5.93798035432636,1,2,6,2.88936577922463,6,3.1834856173831,6,6,1,1,1.85515538493541,1.01815023622887,5,2.09186920425771,5,5,5.68471654039149,6,2,1,1,2,2.43987352499947,2,2,-0.894115166253946,6,6,6,1.88998497857874,5,7.02829052767668,6,1,5.74292393635933,3.8591575500644,1,-4.58579969189628,6,7.04690423310672,11.6821548920185,4,5,4,6,4.14841861445227,2,1
6178691,"male",20,"CurrentInUniv",6,5,5.63990978403983,4.78847347814861,4,5,2.29654761561225,3,3.07989982103008,2.89504911661226,3.8430215442282,3.43152923581075,2,5,4,3,3.70182325547865,2.54307153164623,2,3.1154091377109,2.40776887887694,6,6,4.35272840475715,6,2,4.20750718962992,2.2634275985787,2.55723898862606,4.49022460180064,2.94198150668681,6,4.23449743524092,2,3.56795458830244,4,2,6,3.64119204090893,2,4,6,5,6,4.80332299724193,5.0141256564295,5.51780098672857,3,3.29438407530449,0.217985535613335
6179176,"female",32,"CollegeDegree",7.91067601438319,5.31139156597694,6,5,6.99416055708268,6.6104269435025,2,0.258786601287418,2,2,2,4,3.7012964623215,1.97712972365617,5.60089933213123,4.93317764263424,6,6,4.90082614083932,5,4,1.80335314426092,4.80337353758787,5,3.61845929266298,3.07442637875722,5,2.93362118608198,2,3,4,3.27166372508623,3,5.46035619932198,4,3.51426222191118,3.36445703019676,4.75130766818028,4,0.163001995138951,6.15506686072846,5.19464833380167,4.46019511413234,7.40659475633321,6,5,3,0.947874473306709,2,2
6193515,"female",38,"GradOrProDegree",5,5,5.52736737626621,7.34651966421132,6,5,1.24227012372131,1,1.82378910276843,2.84025764422694,4.03250689518608,2.90880959472223,4,2,4,3,3.62312405202125,2.86566545149212,3,2.15252587976934,1.40751433646931,2,2,4.76152211733845,3,2,2.50832368301686,3,2.95828169765193,4.91433086550299,4.0049870317976,2,0.854482760766654,6,3.8414583949897,2,3,4,5.53913699959821,4,6,5,4,5,5.21309425771982,4.36644752648325,1.96133610238927,1,3.36574031575521,3.10628559144857
6223758,"male",54,"GradOrProDegree",4.98550745222096,5.35747012762579,4,6,3.59731776927386,6.29592558213754,2,2.85917163185037,3,2,1,1,-0.882324064544631,1.99513062190642,6.88207228851875,6.78339992972011,6,5,5.1412007125129,5,4,1.99805038256698,3.74917150708033,5,2.58233141248056,3.4764054712577,4,2.2254752478892,4,3,2,3.6488067415118,2,3.83264414149978,2,4.88903654169236,4.46905391560104,4.55907681816245,5,4.49999150208673,4.78968423098206,4.07500365424463,5.41136555522519,5.65424097350653,6,5,5,1.70569986400453,2,2
6270727,"male",33,"GradOrProDegree",3.5115946919478,5.46367568957803,4.17414569854215,5.71573205010461,2,5.07400960606374,2.71145666906339,0.949709777706608,2.3628081026246,3.78518350774752,1.39073604391071,1.31539024691259,1.48711734172956,1.42668204825009,5,4.62312347604632,5.01134212274668,5.44452928314138,7.27130340472821,4.8951617061748,3.073943083704,1,3,4.48194056641727,2.98896750211214,4,2.7845276731554,1.24429153069999,5.83086510568161,3.89559163197936,4.90072979334545,4.72042673326937,4.11550422176144,3.49352185870592,4.18191621030013,3,4.68468505355027,3.05693282895241,3.11972226015578,2.17721081473813,4.00407677133459,4.79295184505461,1.27162097075502,5,4.23833253499687,4.5517678794381,5.27652483550574,3.12517102714334,2.64058319689499,3.08687315844836
6270751,"male",19,"HSgrad",5.68948571775799,4.81404102016639,3,4,5,4.72948131367142,3,2.58063784121552,2,3,4,2,5.97926594889178,3.20155883942456,6,3.59800339378169,5.06596252782851,5,4.07339410074662,6,6,3,2,4,3.0853832803694,6,5,4.26161262572254,1,6,4,2.26422026309051,3,3.18091449888891,4,5,4.23969007463487,2.8658521994326,2,2.15960515952197,5,4.77111947989345,3.36409849388141,3,6,4,4,1.62172430852195,4,5
6274020,"male",20,"CollegeDegree",5,5,4.9288112927797,4.81382822333905,5,5,1.01549858146512,1,2.30708667173937,-0.419301863743154,4.64272214697721,3.52796008365186,2,3,4,4,3.52697598244607,3.36189383052963,4,-0.37068798051382,3.92334760978132,2,3,2.9025514325724,3,5,3.66726101945048,3.06970039574344,2.60930965773406,2.05409699048368,4.39253891018118,4,3.45078933505642,5,3.85931193708197,2,2,4,2.93982256967307,2,4,6,4,6,3.57896955047544,3.83791215330236,4.55096105934311,2,1.47850153351994,1.94371944629678
6295909,"female",39,"CurrentInUniv",3,6,3.68480324525825,4.1814276901896,6,3,1.44241168701296,3,1.09669702682569,4.46808791589812,2.65611471337001,1.16748120234462,2,1,6,5,4.87458789523828,5.62672216803838,6,6.01038207823912,3.10970472278786,5,1,5.62616880450446,6,6,3.23884760257053,3.01264506512845,2.82505111564135,4.09698312408513,5.61242663834656,3,5.52983665057082,6,5.13573628573197,1,5,4,2.63763109743195,1,5,4,3,4,3.38243265740524,3.59859304592223,4.58991653718591,6,5.41560114605129,4.1372692208668
6304856,"female",42,"HSgrad",5,6,3.79146507416541,5.64130956430749,4,5,4.03792956362473,3,2.64404855713064,1.12426107428256,2.07502283488046,-0.523801415914158,1,1,5,5,4.75398439737847,6.60910505654005,5,6.96775531353544,3.3530472690406,1,1,3.54814807692041,3,3,2.6824166875271,1.59708889006889,4.72844251522318,5.02126508359131,3.87223210255423,3,4.86808099256094,3,4.38391760922069,4,4,4,3.43455081987782,2,6,6,2,3,6.609654097302,5.04422674345382,3.86092788912338,1,2.78995898966966,1.7635974235866
6322013,"male",43,"CollegeDegree",5.52018334443829,5.83276103596693,5,5,5,4.25203020940954,2,2.66698482665235,2,2,2,2,2.97110495669524,2.77234973210237,5,5.49019742403496,5,6,6.25766352536908,4,2,3,3,5,3.80547069180527,4,2,2.33900797825267,4,3,5,4.21532033979225,4,3.21766843948114,5,1,4.12807678990368,3.67748951168914,2,2.46376197041848,6,5.40336604783859,5.53362545128835,6,5,5,6,3.7120716893105,2,2
6326217,"female",20,"CurrentInUniv",5,5,7.49338897968071,5.95847255948612,5,5,1.53910013262072,1,3.08700933178892,2.95907146566494,3.36390501544402,3.89550673165962,6,4,6,4,4.37928060658631,5.16850559604798,4,3.03899939879107,4.10170880073909,2,3,6.5894364042911,2,1,4.74800387496042,3.13268474507101,1.51291623531522,3.8767405646718,5.50164166822252,6,4.73101222087623,5,5.12410276819496,1,3,1,0.576302630721889,2,6,4,1,6,4.91044998718342,6.91800978207526,2.04498105141004,1,3.2891294515317,3.66924965495257
6331353,"male",22,"CurrentInUniv",4.44317410541185,5.21974991277534,5.21404859082856,4.6147825947722,6,5.04308891894484,3.98803627880656,3.62199675473685,1.71559520226073,1.11510853212689,2.98650394192852,1.86956502225931,1.81974317040893,-0.103886022149559,6,5.37146769178658,5.30817854287264,3.03637663965247,2.17046355636411,5.11233295453328,3.07777506940443,1,1,2.97777640554389,-0.516170045258132,1,-0.161459522713075,1.69376918420794,5.84261221571552,4.29299761344948,2.93688877950723,2.36225410205218,0.657697772315669,2.67349236732452,3.231770275983,6,7.70801684464212,4.71643712470377,5.36302798643539,4.79030068570987,6,5.27264943740652,5.04384164077186,6,6.09947439519092,5.97025865309983,3.98621549447225,1.147806611991,0.299220250000891,1.26227394633658
6362265,"female",21,"CurrentInUniv",4,5,4.37206402252502,5.01239035560832,4,6,3.88337505749294,2,2.02437257129782,-0.340686220229931,4.30520566310186,2.88294161747242,2,2,5,5,5.23385226444892,4.0964541321257,5,4.16515996313977,3.22141594454471,3,3,4.41026745704305,3,3,1.89186486622672,2.9407569699783,4.60980681610084,4.0379926477423,3.78745470866172,3,2.47217707791488,4,3.934586067862,3,4,3,4.72902618922528,3,4,5,5,5,4.28749759537731,4.90249510544878,5.29500840338102,2,1.54217542911733,2.79651722222017
6366034,"female",17,"less12yrs",5,5,3.89900141953179,4.59826851692772,4.14692235313329,5,0.784959483554544,2,0.98592196890261,2.28133695739405,3.95905821450961,0.81082017024577,2,4,4.44898666988091,5,3.14373387643919,4.52233265445482,4,3.66643751025791,2.97522973293272,1.91429925577044,-0.14755496096973,5.96934713477046,5,3.24390762750209,3.64455922271517,4.22931648097654,4.60515124984414,5.20110666697277,3.978967978196,1,3.97350927185107,6,3.40371808227301,1.92381288131309,2,2,4.00570273669056,1,5.0760670875464,5,3,5.51146501764684,3.40203058738136,0.323992619559403,2.47505804576309,5,3.62155505508064,3.31444420193151
6379118,"female",23,"CurrentInUniv",4.45929098802043,6.92081953896638,6,6,5,3.54284489256047,2,3.08004823965974,2,4,1,1,2.33509282430706,0.920828136852298,6,6.23341377714925,6,5,5.43106586461028,5,4,5,4,6,4.5798025391672,2,5,2.61012077710296,4,3,5,3.67988480898652,4,3.95602139534394,5,2,3.90361430840167,4.23690135065013,4,1.36399681572541,6,4.28267449881071,5.09949931526316,6,5,6,5,2.85897435890907,2,1
6397861,"female",18,"CurrentInUniv",4,5,4.28749798839293,6.44469318871909,5,4,1.95977047531749,1,0.197362710235666,5.66885855433752,2.5472831392582,4.42416886605564,6,4,3,2,4.46777835462164,3.40206663606996,4,2.92556002116458,2.54771458943125,2,2,5.27571492153251,4,3,2.60825385853513,3.93978898017814,3.31448427960446,5.48229776030196,5.3637287729197,4,3.53180346767709,4,4.06634699059078,2,3,4,4.10353667930578,3,5,3,2,4.41658290720446,2.95716964625062,3.53229321220914,2.63058981652336,5,4.03359994021969,2.90424247598293
6411477,"female",19,"CurrentInUniv",5,4,4.83719624680302,4.24332065836993,4,4,2.91272094576941,4,2.26986044487919,1.06287580425149,3.45507960236445,1.83483444064771,1,4,4,4,5.06073180747535,4.35288062660769,3,2.78432874277317,-0.711465617465594,3,2,6.38861492745439,2,2,3.2523046725819,3.52316576468228,2.8693863746333,4.25368493368407,5.89283067166334,2,3.77039936856644,5,3.79127248364616,3,4,3,3.61832327140648,2,6,5,4,6,5.47145056750371,4.1402638821924,4.45483143761932,1,1.60276934517249,1.40504067968457
6442580,"female",15,"less12yrs",6,5,5.90195425559814,6.03781516191221,4.29678443038308,4,0.996400148727068,1,2.7265280543794,2.08563468734263,3.13155584737531,0.941750385442529,2,4,4.14010472662875,4,5.43397911997667,4.18850929684746,4,5.10025214037898,5.34021259308334,4.9439761017697,0.867430640773973,4.13516826699399,5,2.79279842127375,6.55227752691887,3.41277886486772,6.29947394928296,6.53633781449421,6.66977700831605,4,5.68605793559191,5,6.44055149190926,1.62901493889842,3,1,0.906152350451813,1,4.46053579554283,6,1,3.73747848660535,4.52259208560485,3.74056428100997,3.08199713053285,3,4.13515468743412,3.08055955072024
6460231,"female",44,"GradOrProDegree",6,6,5.77038131768073,5.00729753624374,7.26502291729444,3,2.17210467367848,1,1.65598667788519,1.54932226008306,4.31312732038094,4.20999215533156,6,1,5.68601775537538,5,5.37005144349445,4.69790136688172,4,4.49216810012107,5.01441241932113,5.7366359134887,4.32359093982838,4.69752515168511,5,4.23077817053619,6.04896864928576,4.46728452528709,1.36725162304516,2.99020995744078,4.98840354667977,5,2.74422931021462,6,7.19449100222878,0.535439869639937,3,2,2.64359276683575,1,6.37692658032523,5,5,5.83324641971334,5.06838308419814,7.2850626514436,3.3993905659454,1,1.79409738822703,-0.0743000579751039
6466361,"female",19,"CurrentInUniv",5,5,3.51318624993337,4.8053713107115,6.34981866497521,6,0.380610229311898,1,4.39766092812187,2.03118568303249,3.21535228535679,3.05295819928895,1,3,6.03639766597523,6,6.2992826008633,7.48976129323022,6,2.60664833326946,3.51131659058487,3.0259303002087,2.52819187127967,5.15060387713056,4,4.69722308202782,5.79448759263845,2.73645324321637,3.49452350668041,2.20865439037356,5.86112043658959,5,3.39220616346854,5,5.28594343443782,1.87965828934337,2,3,2.57671838711557,2,5.42264971306392,5,4,3.79034448755262,4.7062113965253,5.62891502741294,4.28847510024021,1,3.13853808257698,1.7812261956739
6475758,"female",34,"CurrentInUniv",4,4,2.86333040791429,4.78107191598434,3.9023694599337,4,0.937830631265327,2,3.5041565252427,3.16799691910584,4.30706945770902,3.19631337785048,4,1,4.85889550272107,3,4.12920207206248,3.82855875594154,2,2.29325980513455,2.94755229150142,3.70820561034505,1.78055060329808,3.68018229785746,4,3.01976032267425,2.52821120770788,2.46323157968619,3.72708992409116,5.39788609168683,3.80064523889708,5,4.21934860191153,5,5.83182887934962,0.418048723114975,2,2,2.44832350596775,1,6.04210351759401,5,6,4.55513418526677,6.23991622446765,4.36020530595431,5.47423796445442,2,1.0318931938152,1.64219684444895
6540180,"female",40,"CurrentInUniv",5,6,4.93312757821461,6.90531711825413,5.54377146893974,6,1.70340873216108,1,2.4542271771345,1.94323137133477,5.32978757074191,1.63603373270797,2,2,4.90231478391714,5,5.77390564778824,5.56486479456568,3,2.56035190784249,2.27409798707634,3.41692351208438,1.86435418256209,4.28210932175067,3,3.25339987615175,4.72278985288322,3.48174213318161,4.55753143762629,4.1248470001101,3.86218357315545,2,3.71851934753274,6,6.19522011923674,3.95417530871859,3,2,3.24362470088517,1,7.18145719306572,6,5,5.55384207147733,6.24073275732601,5.40776959243424,4.68105124477419,1,0.674896368390566,2.51072740034781
6544056,"female",29,"SomeCollege",5,4,2.83095341804833,3.08853822004051,5.30043587570753,5,4.66186502988163,4,5.22246327816378,0.335412958193038,5.29923223013019,5.10702014302702,5,3,3.19800529393391,4,3.80233396148009,3.57960087415619,3,1.44127035460325,5.88934567032942,4.08143929514252,4.26283207718664,3.25993351103016,5,2.04685534674944,4.20417715356753,4.06667994124836,3.46548481266044,3.51241572880312,2.48558595013225,4,5.03828854499061,4,4.18288282705904,2.75879365767905,4,5,3.51053611345866,4,4.71604877347022,5,3,2.48716707767668,5.05143665683531,4.20296708754164,3.01506457323357,3,3.72688863475145,2.47383460153567
6583663,"male",20,"CurrentInUniv",4.62899446166958,3.60445402859152,3.39666785241807,4.58324222722934,6,4.33780339640714,-0.162752218283694,1.73785564299468,4.44029019297786,3.03479066775281,7.88347266620278,4.5818226198005,2.96019157568273,2.4987301685414,5,2.62070196933653,3.74146615209329,3.89577151964501,2.34112851581894,1.129410220373,1.28839738030686,2,1,3.76872251519189,3.55880098853146,4,3.13482518138977,3.17713749202298,3.50045561834581,3.39739164025894,5.05236673125217,4.04146232710408,1.32376093424908,5.4523262150122,5.87119341069477,2,3.35079954397619,3.58300828845718,4.17794052502674,2.40297483718206,5,5.45607469843497,6.33437154646435,5,5.36292201945761,4.45651080092987,5.87421916940643,0.359480329548126,1.52055631235261,0.0805502070311559
6603885,"male",22,"SomeCollege",4.93318833650178,5.66328016270219,5.92385276583409,4.75488645410288,6,4.43357199779619,0.573037976184701,-0.130533140506467,4.32206990338804,1.64175752856568,1.4827967394489,0.69586130223132,1.54974739517039,0.961056355636665,6,6.30338024371842,5.26604299337189,7.08760378305466,9.01905698174047,9.04744218830392,3.9398996954608,1,1,3.86453854131562,1.68259779070627,4,4.15470272292042,1.19450470348266,5.38633612792575,5.0787929846969,6.44994266639677,2.80100424890714,4.74029235724467,4.95338600632954,5.41446499509214,1,5.11457322103916,3.64201664247666,3.01316317519109,-0.541277644784753,3,5.82118786853718,2.35761362797213,4,4.8530735794468,5.36154425429021,4.54147809308159,1.37079681842386,4.15682366332582,6.11475993250436
