"RID","gender","age","education","miniIPIP20Agreeableness_1","miniIPIP20Agreeableness_2","miniIPIP20Agreeableness_3","miniIPIP20Agreeableness_4","miniIPIP20Conscientiousness_1","miniIPIP20Conscientiousness_2","miniIPIP20Conscientiousness_3","miniIPIP20Conscientiousness_4","miniIPIP20EmotionalStability_1","miniIPIP20EmotionalStability_2","miniIPIP20EmotionalStability_3","miniIPIP20EmotionalStability_4","miniIPIP20Extraversion_1","miniIPIP20Extraversion_2","miniIPIP20Extraversion_3","miniIPIP20Extraversion_4","miniIPIP20Intellect_1","miniIPIP20Intellect_2","miniIPIP20Intellect_3","miniIPIP20Intellect_4"
4898192,"male",30,"less12yrs",3.30460093446362,2.42896277531058,4.7813607279742,2.67608836969222,4.36378571073994,5.73550992902597,4.050207214579,1.41757903257925,5,3.44914165151133,3.60505556264693,5.18003252618454,4.74345786030887,4,3.66716667364414,2.51532620026686,6.67552087682613,1.21114110857666,0.137305892810408,0.566864208121315
4952774,"female",26,"CollegeDegree",6,2,6,2,2,5,4,4,2.77920545304905,5,2.61360912997,4,3,3.01294073244761,4,4,6,1,1,1
4971590,"female",17,"less12yrs",2.88883503091773,4.02261389852659,4,5,1.89274678306912,6,3,5.61749822606621,5.87959634802609,3.75519924528924,4.50141006641852,2.83174984615595,3.73136083378465,3.93289972624037,1,4.2681548642206,5.1319075368797,3.76972798542484,6.02044124186405,2
4979553,"female",22,"CurrentInUniv",5,3,4.28768809949642,1.93126228935984,4,3.27692035020811,6.90882274590683,4,0.411090254250433,5,0.959398440734156,3,4,1.90746512397746,4.54027391293944,3,3,4,2,3.67082133365188
5002401,"female",16,"less12yrs",4.8194804437668,2.52712218816075,6,1,4.23301828050734,5,4,3.15277950640948,2,4.50202226951823,3.7669326918898,4.03402930056131,3.53063499834348,1,5,3.06696123314689,3.78475403893793,3.94434266519543,2.49074834700865,4
5032780,"male",17,"less12yrs",5,3,5,2,2,5,4,3,1.45962556501875,6,1.56433131631981,4,5,1.55242269375278,6,2,5,3,2,2
5035514,"female",23,"CollegeDegree",4.17966991253074,3.5351728178754,4,2,2.35246043878087,4,5,2.15258559484685,4,3.90270250307303,1.63819473271018,4.0206284035245,1.58928563412891,2,3,2.96808032154404,4.69919306518783,3.84598809930192,3.13746225806424,3
5040727,"female",29,"CollegeDegree",6.873740434124,3.06808490348791,7.07501000106098,1.85669533441297,4.48809752358776,0.23423300404794,2.82479870008012,1.80253944483307,4,4.09195275354095,3.36034437340256,1.10747936554882,3.97360347224663,4,3.23612656750497,3.78606564614641,5.52685671323078,2.11535025306593,5.2840392750962,0.608197572053847
5075238,"female",19,"CurrentInUniv",4.32621400420581,3.85689874001186,5,2,5.36333053924128,1,4,0.297716539931683,4,3.61742697402969,3.14647871221806,2.65558386244463,4.76680259588601,3,6,3.54819043518975,4.94160468343969,2.5540360952788,1.8041495081169,2
5078381,"female",20,"CurrentInUniv",5,3,4,2,5,1,6,2,0.810887587220591,5,-0.0862939285483928,6,5,1.89659707787337,5,2,5,2,2,2
5091307,"female",18,"HSgrad",6.73928774644375,1.2405547866691,6,1,5.1351875795231,2,5,1.67815219800995,4.11730364759056,3.18519819267115,3.42232648301364,2.82693777060138,4.53743794761597,2.35695482981247,5,2.47577821671771,5.77061073774682,1.79418485469158,2.11750556163596,2
5106442,"female",21,"CurrentInUniv",6,1,6,1,4,1,6,1,2.14076636422468,3,2.93420628781702,2,5,3.07594019752218,6,2,2,5,6,5
5122859,"male",18,"less12yrs",4,3,3.87622657111012,0.576005760497367,3,0.725145451405268,6.23957340355457,2,2,3,1.84801735818144,4,2,2,5.25802885781028,5,5,1,1,0.934147436150101
5152388,"female",29,"GradOrProDegree",6.18937996948475,2.38114241866576,5,2,4.74534428731695,1,6,0.905455250097202,4,2.25360538403071,1.55568917493064,2.2638350155717,2.26812739159042,5,3,5.55768468391391,5.35986239501682,4.30607902377716,3.21280897284574,2
5157090,"male",23,"CollegeDegree",1,4,6,2,6,2,5,1,7.8789994365605,6,2.79243561187881,3,3,1.13712967488003,2,4,6,1,1,1
5191943,"female",32,"CollegeDegree",5,1,5.65175484984678,2.36460426966227,5,1.05614443883833,7.82807757131772,1,1,5,-0.117035127766322,2,5,2,1.30415342819608,2,5,4,4,0.867894459163316
5229846,"male",22,"SomeCollege",6.20160752862468,3.11599383506636,5,1,3.0357525512514,3,3,1.9256750212246,1.72753485864282,5.8111024645508,1.85409423478082,4.77742858533439,6.24878369156709,0.700827765913502,6,0.102278851861596,5.60200588086512,2.32848459773523,2.99958984553255,1
5242815,"female",25,"CollegeDegree",3.14874558867024,5.84623564647529,5,3,5.02568262248317,2,1,-1.03815501724524,3,5.77246360467818,1.99227285406598,5.80811234678763,6.63426744516667,2,5,0.00774154695754836,4.43046552952488,4.68379626858395,1.81335038119969,3
5292652,"female",20,"CurrentInUniv",4,2,3.65812150142451,3.74862771754782,4,5.29003938142568,4.55778153019709,4,3.91016732517103,4,2.91307843778434,5,4,3.91591937554808,3.34288113822167,4,4,4,4,3.39226585848005
5326948,"male",19,"CurrentInUniv",4,2,4.04439946350515,2.09118412924966,3,4.3792020768394,4.87552977301527,3,4.6748572349932,5,2.85020910632315,4,5,1.49800742064655,6.33442494738364,2,5,3,3,3.24832054881384
5329720,"male",44,"SomeCollege",4,3,4,4,3,5,3,3,4.27981683305928,5,1.98904708550038,4,4,2.34639405278019,2,2,5,5,5,2
5350778,"female",46,"SomeCollege",5.20547289730296,2.03307221111156,5,3,1.98386248416701,4,5,4.12159404731565,2.71796400778429,3.71808662094414,2.81516360345648,2.43229004829526,4.13936776395789,3.80913191222185,2,2.99631179417949,4.92540543545696,3.60410687970038,3.46834461739547,2
5383398,"female",26,"CollegeDegree",3.44373734086873,3.28012515720136,6,4,4.53321069026263,4,6,2.61217182298038,5.67485543249791,3.72203484178155,2.54273316427329,1.03970241854391,2.33226818857543,3.2134595295666,1,4.68031938241558,6.0894172775799,2.13212635201904,1.57944096983593,2
5399764,"female",18,"less12yrs",3,3,5,2,1,2,4,4,2.25044967802865,4,2.51373868137623,5,1,3.93624513515289,2,4,4,1,1,1
5439329,"female",18,"CurrentInUniv",5.34561214328465,3.52726946802254,5.05997623428314,1.86611309594136,6.19244616371942,2.18940481686522,5.10526828885839,0.438690193977788,1,6.43486053420742,-0.397455527798801,6.86684425058401,3.81110903948917,2,5.54101959566747,4.12153772813379,3.38644179132121,3.63652400903104,3.81794326721773,3.67961264740379
5447464,"male",20,"CurrentInUniv",4,3,4,2,2,5,4,2,3.39646109145154,5,1.99421568945797,5,3,1.6592471890286,4,3,5,3,4,2
5490585,"female",26,"GradOrProDegree",5,2,3.83434436502881,1.2637653694672,2,3.96242899805949,3.79597080578739,3,3,5,2.81338235549382,4,4,3,4.59046445316434,3,5,2,2,2.7556811776281
5497185,"male",19,"CurrentInUniv",2.98758765897446,5.10070329819744,6,5,5.12480330176126,2,6,3.29451597790067,5.10855273828346,4.46844050581355,2.47189178525406,1.52856169203906,3.83874950154903,3.86737049011333,1,5.22832626265036,3.6064070677246,4.99930444317405,4.88914624428634,5
5515775,"female",39,"CollegeDegree",4.73067118205629,-0.253622155687923,5,1,5.59857696415555,1,5,0.0995021556308626,3.82607231549752,3.95405242657739,1.97182413472383,3.51850435104162,2.71630268428769,0.580818696502913,6,1.12251634213953,4.86236897267144,0.982925059331389,-0.037487184640133,1
5542509,"female",17,"less12yrs",5,1,5.13324552163464,1.92165645615424,3,5.56883205932735,3.72327584874758,2,6.29086361087575,5,3.63050826313157,2,4,2.67185360879312,5.229820132051,4,6,3,2,1.45741677875437
5597562,"female",26,"GradOrProDegree",5.44465751263217,2.1679742685046,5,1,1.15728340687359,5,4,3.570071484688,3.16668844590769,2.29154142767658,3.11372058737622,4.85018522635256,3.38696198917921,-0.562590039312959,5,0.441972054580034,7.1019683433069,3.73981895106506,3.140149954155,1
5620574,"female",19,"CurrentInUniv",5.62568545996326,1.39121119301694,5,1,2.74934648922534,4,4,2.93140965432427,3.1486731898191,2.50626952640616,4.31173999549669,2.32349272124444,2.08437994890624,4.53282874658862,4,4.33647754215967,4.01353288618191,2.20899634105247,0.801188940791124,2
5646504,"male",20,"CurrentInUniv",5.51771571037412,3.25240690535845,3.06579396541195,3.10877056767721,2.13044562907725,3.75969262505274,7.00372566799358,4.46357336723925,1,2.2143931391454,0.389019963975336,5.15533514048376,2.37900076482987,4,2.9319182228853,5.57341655656147,5.80358419068014,5.05570441391136,4.08147804835597,1.48042258688542
5681908,"female",22,"SomeCollege",4.22340764621944,2.36195907735212,3,2,1.09941611532065,5,2,3.84555576023919,3,5.8700204776942,3,5.04091162626561,4.03102516312513,2,3,2.83004768316684,3.9195387638949,4.01702493912377,3.91133658650363,3
5703098,"male",52,"CurrentInUniv",4.70857262297325,1.81957467541891,5,2,3.65184948026175,1,6,3.03828187246657,2,4.11525468465981,1.68542744438769,3.87837785802999,1.36792033642704,3,4,4.03586531549461,2.38407622608086,4.34192857358777,2.34482588585564,6
5710911,"male",18,"less12yrs",4,2,3.86298165157605,4.67091629897975,2,1.96080419690438,6.92201573522868,2,3,5,-0.315620768362554,3,5,2,4.91013601337166,1,5,3,3,2.29051648408684
5719504,"female",43,"GradOrProDegree",4,2,3.55002114446641,2.08385242552138,4,0.743133761710384,5.48447562993039,1,2,4,1.12765031798925,6,4,1,5.07754189098763,1,3,2,1,3.58123244981349
5757679,"female",23,"HSgrad",5.25555152490706,7.3662339956806,5,5,2.07981250020927,6,2,4.54996783126646,4.64633936163397,4.78613719075081,3.73043422984705,1.22654156963307,3.29256151836999,6.3208650922125,1,6.23140806450811,7.73950888956272,1.25416582696559,1.82799374389901,1
5762144,"male",40,"CollegeDegree",3.28910550764519,5.02688028079696,5,1,1.58598063237149,4,2,4.32920941262607,4.2712044905737,3.71024837630604,6,2.16991756060135,2.73882121837978,3.83248428529733,1,3.81616059517693,4.7165253819969,2.0882851067591,3.72367313883747,2
5767585,"male",40,"HSgrad",4.08533308256099,4.10500249213392,4,2,2.40706047454802,5,3,5.00656438553173,5,5.15304822280362,3.76493237594974,3.2121212079535,2.78356155102038,3,2,4.07527742717781,6.04362534296504,2.78813119932657,2.3807034716554,2
5773566,"female",18,"HSgrad",6.42152673215297,1.90389103695621,4.25107337873318,0.642766348399098,2.13410844074134,0.559950142408592,3.38238939449325,2.16490417136219,4,1.68333986688076,4.10505130707991,3.8729201111016,5.86847197608743,2,6.65540448272706,2.41175188724763,5.94713101249536,1.68197846817565,2.34564068612371,0.636173029515158
5784298,"female",23,"CurrentInUniv",4.85678563100584,3.92557783241981,6,3,4.22240515000194,5,4,3.20622052696702,2.72444917583536,4.71684625404895,2.50169966902947,3.65278218453955,4.32537663639021,2.61190406280331,3,3.9655535282572,5.43564173487257,2.37759139113277,1.40760898075926,1
5799790,"female",21,"CurrentInUniv",5,1,6.18693272315498,0.915886995574779,5,1.10932148223412,5.78026919015382,2,2.3383489544846,4,2.74328841996187,2,1,2.98842762825208,3.44489491110028,4,2,2,2,3.98091940143207
5870560,"male",31,"CollegeDegree",1,4,3.57582166972933,1.43282633384313,1,7.09013881570915,0.809073914234813,2,7.11835431615146,5,5.07666062663259,6,2,0.289113540368758,4.16940702800279,2,6,1,1,1.6862939856392
5911824,"female",20,"CurrentInUniv",4,2,4.20806359882523,1.61150828225301,1,4.0081544012189,5.41468765612306,3,4,2,4.5664132124071,2,1,5,2.10067697463885,5,4,1,2,3.23647824003763
5913617,"female",20,"CurrentInUniv",3.54977107029623,1.84079622828494,4,1,3.85044465508968,5,5,3.57618814378447,6,2.17591678924328,5.52183821868527,1.79148816998746,4.13627426301528,1,4,2.3411851579091,5.98110160425506,2.71482991817961,2.17628040382146,2
5952170,"female",18,"HSgrad",5,2,5.07441837811056,1.7589535210656,4,3.58845223841132,5.26458218034127,3,4.1991076369225,4,2.8066424318879,2,5,1.12987732582661,5.03755046545406,2,6,2,2,1.32431610432015
5956943,"female",19,"CurrentInUniv",5,6,4.350693466194,2.54083723788141,3,3.91685223803422,3.97758051691517,4,2,4,2.24311877246422,3,1,2,4.17796525525077,5,5,3,3,3.00099158233462
5973699,"male",17,"less12yrs",6.16452568080004,2.63437084206636,5,1,4.30968237074182,2,5,3.52025602359036,-0.00601600648744371,6.00224779551712,1.09290410681347,3.88039552663229,3.7362702989459,2.98389622328856,5,3.01445347413411,3.61842988518023,3.57054289216831,3.49940888898975,3
5975585,"female",18,"CurrentInUniv",4.54038540823481,4.5374802319788,5,5,2.25386569345308,5,4,2.6982899250636,3.39534466401927,2.22445757199903,3.46336625769185,1.52216783585082,5.09049777850317,2.75815006182166,2,2.25157181617562,6.76683697773841,2.84751725409513,3.28824421011136,1
5997981,"male",28,"GradOrProDegree",3,4,4.30742312532677,2.79143380821302,4,1.1559986706384,5.88501409461436,1,1,5,0.303133559634867,5,3,5,2.70377288642455,3,3,2,1,3.30380459530577
6038695,"male",24,"CurrentInUniv",6,1,5.39584303667689,1.17466953022734,2,4.95132346170001,3.96887102269178,2,5,5,3.33244231795512,2,4,3,4.55748865831589,4,6,1,1,1.008531499857
6039874,"female",19,"HSgrad",7.03110736487946,1.39403330491161,6,2,4.19263465870477,3,5,1.87580844109152,0.910068064090612,4.0558958410753,0.608063591831923,4.37773480227258,3.43000447689625,3.55173276569989,1,3.62436516179946,5.94108356753613,4.88749924569087,2.49330853500343,1
6056809,"female",33,"CollegeDegree",6,1,7.48595935617633,-0.919345683398357,5,2.45695926291881,3.78759931957506,1,4,5,3.51857690666311,5,6,1,4.67575079447793,1,6,2,2,1.49699734825583
6066446,"male",18,"CurrentInUniv",4,4,6.25792514733095,1,6,4,2,1,4.00632376524114,6,2.91172018417899,4,2,0.181290222291137,3,1,6,1,1,1
6074361,"male",19,"CurrentInUniv",3.61399952553591,3.33321045527937,5,1,2.55272913898616,3,4,2.32275482661446,2.83026526879374,3.12239326515945,3.86557059664562,4.51640266790085,4.57008925160471,2.04331290084634,5,2.59139667422348,5.27696643089477,2.17852070243468,1.1769992514119,1
6087860,"female",24,"CollegeDegree",3.37850070092889,3.80399687981553,3.23272011479766,1.47810612149982,3.03631148035523,4.35358356667611,4.21126974751064,4.14875371942626,3,5.76888807029112,2.62014253926036,5.22293949508814,3.53638682972203,1,5.06041765928666,3.32440230819965,3.80284467015092,3.672099870245,2.30677324948478,4.26846700854973
6096507,"female",19,"CurrentInUniv",6,1,6,1,2,4,4,3,3.82387853352993,5,3.05978469200832,2,4,0.531832058816549,6,2,6,3,3,2
6135901,"female",46,"SomeCollege",4.54938739793038,3.0701225229408,5,2,5.21615744027642,3,4,1.70338435333515,2.44155072164688,4.30769955664846,2.67387009634789,5.25269888599365,4.94842829061547,2.23305488695088,4,1.46220534726935,4.75561135905603,0.898276495827514,2.61963365479864,1
6151115,"female",31,"CollegeDegree",6,1,5.56931938684918,1.90588845481442,5,3.90100408020445,6.44699061981439,1,2,5,0.867138458698079,4,4,2,6.58175191234799,4,5,2,2,2.08529055321322
6167451,"male",32,"CollegeDegree",1,6,2.86323605241912,3.19628032781468,6,3.14724945082167,4.12074458137977,1,1,6,0.885762926615104,6,5,1,4.81201762418321,1,4,2,1,1.91731704676355
6178691,"male",20,"CurrentInUniv",4.7951327754931,4.3246918005038,6,3,4.93443717230969,2,3,1.26712364579911,6,2.79277102820095,4.16057501642661,0.107753639963337,2.34633910792633,4,2,3.03637063350478,5.70030357758994,4.21673936871875,5.00825299866461,3
6179176,"female",32,"CollegeDegree",6,2,6.40485936930244,1.75026510545292,5,6.5573841811507,4.48538980374782,4,3.97932254607435,3,5.18768421094524,2,3,2.74616603814143,5.41461473835313,4,5,2,2,3.61483035600889
6193515,"female",38,"GradOrProDegree",6.40354534027353,4.22550843537321,5,1,1.70722477258095,4,3,3.2334975403443,2,4.67996713115744,3,3.27860534118913,5.73626320376507,2,6,2.96446439493495,6.11443690939037,2.68107686187132,2.63186559365846,1
6223758,"male",54,"GradOrProDegree",4,3,4.63365027031262,2.88707196493328,5,0.0954543914405819,6.24080047573404,1,4.65713177522073,3,1.42245253174639,4,2,5.02407781094355,2.64708761806077,5,5,2,2,2.21008937397923
6270727,"male",33,"GradOrProDegree",4.56160773567034,0.769451020059905,2.99300214824005,2.90574405667855,3.65701953585601,4.40725699315378,6.25149604672859,3.48131875444937,1,4.69647600268184,1.15109101501099,3.16963059410893,2.04648297799982,3,3.59902281169481,2.9143714602806,2.0586245808021,3.57028372476316,3.89327471821638,4.15524335000878
6270751,"male",19,"HSgrad",3,2,6.47895193706043,2.07879432547659,6,1.60557634408597,6.22984169407211,2,3,6,1.61983197396379,1,3,5,1.4647745388011,2,4,4,5,0.802973726108025
6274020,"male",20,"CollegeDegree",4.08046896715575,2.6864174840299,5,1,4.51184853273038,2,4,2.62942606057737,2,4.86693466392727,3.09875690330396,5.05400015543303,4.69582676183599,2,5,2.52221526227341,3.67297795295452,2.23734873415905,2.32058020506564,2
6295909,"female",39,"CurrentInUniv",2.00684584990451,2.40304152722855,3,3,3.91989431885324,2,5,2.84312060659739,5,4.27638741257517,2.99514035162931,3.70205131143032,4.34859524876252,1,6,2.6679655275148,1.86667823802086,4.84571472820109,4.39168861267392,6
6304856,"female",42,"HSgrad",5.52463627254667,3.11356998397511,5,3,3.47402122214829,1,5,2.49323669701971,1,3.70094300171196,1.64343105268318,2.41508401577526,5.59399870339032,4,3,2.59243060637617,4.90381990469106,3.40046218153388,3.01936142778387,1
6322013,"male",43,"CollegeDegree",5,2,5.79852982300747,-0.753854375814387,4,0.749204938413508,4.11729022953854,2,3,3,3.84622194983583,4,4,1,4.70977492074222,2,5,2,2,0.314474788525238
6326217,"female",20,"CurrentInUniv",5.24788454978348,3.18983015712776,5,1,3.25784345901132,6,4,3.77133304442659,2,3.55279948184491,3.44812385068463,4.727032771267,4.44416930354461,1,5,1.21404748550133,5.4886330214554,2.68402591441958,3.64177253221269,1
6331353,"male",22,"CurrentInUniv",3.86044280884443,5.24216109836622,4.3899955608276,4.72609790170313,3.68980860862948,3.20926386033499,5.21128420991383,2.48021313433496,1,2.76057668211135,1.79654175354854,2.50675309670559,1.5955465062654,6,2.51815982023309,6.3502699500842,2.38363940627565,3.08358887022534,1.99135321555818,3.38502301117511
6362265,"female",21,"CurrentInUniv",5.48408376211587,1.86044224616127,4,2,5.47555029035376,2,5,0.843439285646429,3,2.80341388391389,2.28764178692547,4.41195728331983,3.75253800419085,3,4,3.40978372068129,5.16049406390078,1.377924703733,0.650619815726548,2
6366034,"female",17,"less12yrs",6.75386378852375,1.06285441909897,5,2,3.9440070887784,2,5,0.883559327085579,2.96030726518841,4.10589325604593,2.40313851718367,4.21114592275355,3.92811902044707,5.31774779616608,6,3.50025744841393,3.76017496471199,0.939305953539438,2.62267496104141,5
6379118,"female",23,"CurrentInUniv",6,2,5.86581816327109,1.51629389353207,5,1.63127646460635,3.05081961740355,1,5,3,3.87319372601753,4,4,2,6.50327450873651,4,6,2,1,2.06504975314273
6397861,"female",18,"CurrentInUniv",3.40632953315965,5.27174082760417,4,1,3.54500734364423,6,2,3.71087174609369,2,4.28567965907767,5.04166579280366,4.40763512260187,2.79733246665598,2,4,2.05999790823305,2.58686238215211,3.99434809019291,2.16096427444219,5
6411477,"female",19,"CurrentInUniv",4.13203205097403,4.87091868304805,5,4,5.3241593474068,1,4,0.769999592537224,3,5.14446991873209,1.8603368518589,2.36273843630244,6.57086197498126,3,5,3.46054216506155,5.45460236250022,0.436192825904894,-0.190137534783328,1
6442580,"female",15,"less12yrs",3.60580006211556,5.46879563192899,6,1,4.67535597486988,2,4,1.85267437634945,1.90318507062035,6.04448765162301,2.15157950052883,3.78929553451744,2.14812203172692,0.373664586359712,5,2.18565805900048,4.01149727180049,1.97753794896531,2.63923381488166,3
6460231,"female",44,"GradOrProDegree",6.79352926675265,-0.0995404207998503,6,1,1.7896209553294,6,5,3.7949848022705,5.83176996643441,1.23917684775105,5.06594179243081,1.82986328354472,4.00491983784673,0.941916999971365,6,2.28186849535536,7.61670107568975,2.56912125173397,2.70650600162957,1
6466361,"female",19,"CurrentInUniv",4.94030264921139,-0.474059991280475,5,1,5.17380588085319,1,6,-0.315400014812244,5.02102103708958,3.65774118639763,1.25505647766916,3.68899020237698,2.57547509234489,0.408527156643534,5,1.83088840409566,5.32981653005179,2.44884691225281,2.22454767488815,1
6475758,"female",34,"CurrentInUniv",5.3659133429327,4.77412118166999,4,2,1.53587089100071,4,3,5.42109497955486,2.56924249825005,2.49353587913996,3.78067225977162,4.7710862333535,4.28652241291485,1.3587460842912,5,3.38065503732804,5.50459850848974,2.72435028115016,2.03902217906705,2
6540180,"female",40,"CurrentInUniv",6.48602957711812,1.97775087154589,5,1,3.41602173276984,2,5,2.26058243836305,2.06299812428958,3.82727049574254,2.52659854424638,2.31423716300291,5.73250754325099,0.653767118724718,6,1.20229704271995,5.67924312020964,2.23609332121822,3.39417754852015,1
6544056,"female",29,"SomeCollege",1.56594088322895,4.79736082717952,5,4,5.32600981993172,5,4,4.53121967669889,4.01546106069073,3.76761938344926,4.22094936887911,1.48106084532651,5.46310532579081,1.63879336436356,4,1.81804751764612,4.28855811857894,5.23575198907463,3.483490406924,3
6583663,"male",20,"CurrentInUniv",4.53145544547529,4.83207791818025,3.01725734536026,2.10264775274947,3.89677273083931,2.74426893727243,3.85250084044806,4.31041133086601,2,4.39713925557246,2.24393646724964,1.75255319163729,1.8814812952634,2,4.08520223485359,4.79928682276186,4.22588625262047,3.99102174475018,3.04002927706791,2.12567660398596
6603885,"male",22,"SomeCollege",3.44749710037022,5.87295759440183,3.07522176284229,2.77871460023733,2.63855069393974,4.34118082112683,2.8763226030674,3.01742362307289,1,3.84463812242222,2.68982480322775,4.96558184964145,7.31214247608864,1,7.59822184315015,1.32440302920135,4.16733804249787,4.0311601811747,2.41435496751375,1.49660682168219
6628242,"male",22,"CurrentInUniv",5.18887695015035,4.90103336145736,6,3,4.17498141617701,1,5,2.38376873262102,3.04075238608737,3.6856614460479,2.22135382213168,2.55813094129183,4.07463689460711,4.49164153819473,4,4.22863103730087,6.00448778188414,0.442264144210159,1.32186438416272,1
6637918,"female",18,"less12yrs",5,1,4,4,4,5,5,2,5.30530081764127,3,3.3708747592622,2,2,5.7455499288706,3,5,4,3,4,4
6684083,"male",18,"HSgrad",4.31112218048276,3.25360843936397,4.48855327265694,3.2298793679323,3.42839639985757,3.57799355395813,3.28605698747099,3.38400168818097,2,3.87792269301627,2.76505031737259,3.56005038559024,3.70248455646475,4,2.08005646321361,2.34619071066741,4.5176341021976,1.72464582982532,1.67728039442249,1.02450934667054
6698152,"female",20,"CurrentInUniv",5,2,4.98993401889438,2.35974871505433,4,5.47134205259339,4.50327766746085,3,4.0678116422925,2,4.89928012490891,3,3,5.65698250400412,1.26710331684362,4,5,3,2,2.37506570448746
6731093,"female",22,"CurrentInUniv",4.96586060199224,4.03798223340775,4.00273366632392,3.48265770209702,1.56899434691198,4.69781183071162,6.43042535787029,4.03724177102461,2,3.38781218059442,2.127600583465,2.70772170607135,2.92401907159366,6,1.63230641552375,5.41483638211216,4.87394530952503,1.95632661935352,2.40165686640182,2.83655415632011
6748745,"female",45,"CollegeDegree",5.71425116371207,2.97754240746348,6,4,1.81219411498415,5,2,4.99497981635038,5.17146857621236,4.51136918489342,3.93168118894089,1.26540156327436,3.55699542811024,1.44263505535989,2,2.72328710362093,6.49867883148354,2.94181611024642,4.9040440694834,1
6842351,"female",17,"less12yrs",5,3,2.61311574816729,3.57304839388052,3,4.42361450033768,5.94882689342416,3,2,4,0.996651296325741,4,3,5,2.15479558697357,5,5,3,4,0.926281327507502
6845987,"female",23,"CurrentInUniv",4.74356682230885,2.36973082868025,4.04016563972029,1.01768296903691,4.03683277542267,2.9785417122202,5.36621511631144,3.13788280683214,1,3.94863911777584,1.46041461049874,5.60698569702534,2.69940054892343,2,5.15434837331303,3.40004183514752,4.06114677209117,3.28518463434922,0.349603694493061,2.44141302111024
6848501,"female",20,"CurrentInUniv",5,3,4.51439119606021,4.23459776360995,4,2.47598229907925,4.86906251225838,2,2,3,1.6886762818978,3,3,4,2.42075510881107,3,4,4,3,3.13946243976305
6855072,"female",28,"GradOrProDegree",6,2,6,1,4,4,5,4,3.808621092445,4,3.28477921910065,2,2,5.15010396181371,2,6,6,2,1,1
6855452,"female",23,"CurrentInUniv",6.85359333004666,0.865662248368817,4,1,1.7869700823067,2,6,2.01335733761947,1,2.79729465280684,0.888306555282284,4.25624262738258,1.36920233357267,2,2,2.74790892255018,5.38606404836877,2.31055960258204,4.07642120657723,1
6868519,"male",16,"less12yrs",4.62166257022426,5.4642709461797,1,4,0.446954199581699,2,2,3.79940890758781,0.0999310787995387,4.27114899062155,2.02922858615987,3.79372964779303,3.07205226109693,7.09652209352276,2,4.79356593606287,2.84162496896362,2.71443946033687,3.19811775344423,2
6873966,"female",35,"GradOrProDegree",6,1,5.3736317900344,0.233692583351535,6,4.02646299134667,5.11338559824408,1,2.6403376749209,4,2.27153052356506,6,3,2.55327103459198,3.38483792084346,3,4,4,4,3.01462659173933
6874316,"female",18,"HSgrad",4.97332723328931,2.22206702228839,5,1,3.75397443438432,4,4,3.92624691081704,4,3.65245179287905,4.00182572827471,3.03350506557675,5.13942052896334,1,5,2.09631435321021,5.29016065916315,3.29837584125821,2.54351809298903,2
6876727,"male",18,"CurrentInUniv",2.80013113857439,3.00065359751321,5,4,5.23820724708267,5,4,3.15678903735229,6.58177176593592,2.38134577405506,5.33539420069774,1.39385869581761,5.99825426332729,2.61080146735688,4,3.48357906660541,4.83795333976082,7.22058779669063,4.49873999325008,4
6881491,"male",37,"GradOrProDegree",2,5,2,2,1,6,2,4,3.61726482164773,6,3.17227831224853,6,5,2.15996240532541,2,2,6,2,1,1
6888956,"female",19,"CurrentInUniv",5,2,5,2,2,5,2,4,4.91171166979339,4,5.15860198702312,2,2,3.67433540756729,3,4,4,3,3,3
6892141,"female",25,"CollegeDegree",4,2,4,2,4,1,5,2,4.40281913426521,3,2.58586929548591,3,2,3.86666425915683,4,4,5,1,1,1
6926407,"male",26,"CollegeDegree",4.21221699457536,1.41174731825649,4,2,3.49916849160154,4,4,1.79944533184703,3.92821673645707,5.59716749683405,1.13160121862839,7.17451221260034,5.4624654452334,1.31755068573239,5,2.70274077879197,6.13008415716235,4.41232111540391,3.76468415391544,1
6936162,"female",27,"SomeCollege",3.73851332800138,4.03712809905705,4,4,4.95979093192143,1,6,0.395280065203102,3.12499662592342,3.88805273716582,0.876178223086345,4.44738695387603,3.45834016190432,3.4103433874388,2,3.04602142630084,3.91602660597835,2.4465041035772,1.79316583822212,4
6936326,"female",20,"CurrentInUniv",5.31995982871239,2.94382210147125,6,1,5.86109695470111,2,4,2.11789006279477,1,6.00299403084322,1.10340201410989,4.49959432456231,4.57777996465368,1,5,2.11727081815683,4.12320242083167,3.65263774715616,2.28138943961127,1
6936748,"female",66,"GradOrProDegree",5,3,5,3,4,4,5,5,2.92311806182575,4,1.76817418401023,4,3,1.36292538706771,4,4,5,5,5,2
6988206,"female",24,"CollegeDegree",5,1,3.76245352535318,2.9189821155681,1,4.61501805073945,4.83387683237083,6,3,2,3.86597608832593,2,4,1,2.78218450367674,1,5,3,4,1.1625621974695
6992666,"female",30,"GradOrProDegree",5.47098847885156,2.45907889765374,4,1,2.8298967475587,2,6,1.75791128560968,2,4.68941803106386,1.19041690657756,3.00260524226773,5.01447626354697,1,6,3.80701961135737,5.86307380417417,2.03126864256401,2.17950349963599,1
7018384,"female",16,"less12yrs",5,1,6,1,6,3,6,5,4.25827379108364,2,4.7825403372404,2,3,1.3547845450877,4,5,5,3,3,2
